dt,CHMF_price,CHMF_volume,MAGN_price,MAGN_volume,NLMK_price,NLMK_volume,Ключевая ставка,Курс $,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Цена на бензин,Цена на дт
2019-02-12,3.599999999999909,499620.0,4338.0,2180000.0,-0.23999999999998067,2340000.0,0.0,-0.36820000000000164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-13,-23.200000000000045,830640.0,4242.0,4260000.0,-2.539999999999992,2980000.0,0.0,0.06299999999998818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-14,2.2000000000000455,847190.0,4303.0,940000.0,0.0,3610000.0,0.0,-0.03640000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-15,10.200000000000045,436540.0,4319.0,-8460000.0,2.3799999999999955,2620000.0,0.0,0.86460000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-18,-11.200000000000045,373280.0,4294.0,-3720000.0,-2.3799999999999955,2060000.0,0.0,0.0,0.0,-2.0,-26.0,62.0,131.0,-3.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,404.0,-2.0,0.0,0.0,144.0,0.0,2.0,0.0,4565.0,0.0,3.0,0.0,-5.0,293.0,0.0,-2.0,0.0,0.0,12.5,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-19,-14.0,340960.0,4291.0,480000.0,-0.9400000000000261,2420000.0,0.0,-0.29590000000000316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-20,8.799999999999955,696290.0,4300.0,5110000.0,2.5600000000000023,2940000.0,0.0,-0.044799999999995066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-21,-15.399999999999977,622770.0,4300.0,-3150000.0,-0.539999999999992,1950000.0,0.0,-0.34539999999999793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,9.200000000000045,464410.0,4380.0,3090000.0,2.5600000000000023,2270000.0,0.0,-0.31670000000001153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,28.199999999999932,929280.0,4470.0,2460000.0,0.9399999999999977,2670000.0,0.0,0.0,0.0,-8.0,601.0,56.0,738.0,0.0,12.5,0.0,0.0,0.0,-8.0,0.0,3.0,0.0,842.0,0.0,0.0,0.0,786.0,0.0,11.0,0.0,4565.0,0.0,4.0,0.0,2.5,592.0,0.0,-7.0,0.0,0.0,5.0,5.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-26,5.2000000000000455,530150.0,4499.0,-4300000.0,-0.5799999999999841,1880000.0,0.0,-0.28189999999999316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-27,-1.599999999999909,508440.0,4440.0,4830000.0,-0.2400000000000091,2350000.0,0.0,0.35999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,-4.600000000000136,776030.0,4450.0,2660000.0,-0.18000000000000682,2130000.0,0.0,0.13880000000000337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.3500000000000014,0.6999999999999957
2019-03-01,0.20000000000004547,445480.0,4409.0,-4000000.0,-0.6999999999999886,1900000.0,0.0,0.13249999999999318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.0,0.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0
2019-03-04,12.599999999999909,1120000.0,4397.0,-8440000.0,4.299999999999983,5550000.0,0.0,0.0,0.0,-10.0,888.0,435.0,162.0,-3.0,-2.5,0.0,-3.0,-16.0,-10.0,0.0,-5.0,0.0,525.0,-3.0,0.0,0.0,608.0,0.0,2.0,0.0,4565.0,0.0,3.0,0.0,-2.5,561.0,0.0,-10.0,0.0,0.0,0.0,-2.5,760.0,4621.0,616.0,55.0,71.0,12.0,14.0,14.0,0.0,0.0
2019-03-05,-8.199999999999818,815170.0,4350.0,2130000.0,4.140000000000015,7760000.0,0.0,-0.09390000000000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-06,-3.800000000000182,433880.0,4375.0,650000.0,-0.8199999999999932,3490000.0,0.0,0.004800000000003024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-07,-8.799999999999955,365550.0,4350.0,-2350000.0,0.13999999999998636,2620000.0,0.0,0.0426000000000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-11,5.0,343640.0,4421.0,7190000.0,-2.0600000000000023,3870000.0,0.0,0.0,-50.0,8.0,671.0,673.0,480.0,2.0,0.0,0.0,-2.5,2.0,12.0,12.0,10.0,-50.0,953.0,2.0,-75.0,-75.0,493.0,0.0,0.0,465.0,5000.0,500.0,2.0,585.0,0.0,956.0,0.0,10.0,-26.0,0.0,2.5,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-12,-4.199999999999932,436490.0,4465.0,-4270000.0,-0.12000000000000455,2070000.0,0.0,0.23329999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,-7.600000000000023,572050.0,4497.0,2090000.0,3.5800000000000125,4480000.0,0.0,-0.3089000000000084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-14,-6.2000000000000455,452150.0,4519.0,1490000.0,-0.5200000000000102,3480000.0,0.0,-0.17839999999999634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-15,29.0,2080000.0,4530.0,22790000.0,1.3199999999999932,3450000.0,0.0,-0.1868999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-18,-2.599999999999909,1100000.0,4633.0,-21970000.0,3.0,3270000.0,0.0,0.0,0.0,2.0,73.0,113.0,574.0,-2.0,2.5,0.0,-1.0,3.0,0.0,0.0,5.0,0.0,-5.0,-1.0,0.0,0.0,423.0,0.0,5.0,0.0,5000.0,0.0,-1.0,0.0,10.0,94.0,0.0,3.0,0.0,0.0,11.0,7.5,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-19,-14.400000000000091,1010000.0,4556.0,-2180000.0,-1.3999999999999773,4370000.0,0.0,-0.7327000000000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-6.399999999999977,649020.0,4505.0,-910000.0,-1.6800000000000068,2830000.0,0.0,-0.3526999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-21,3.800000000000068,595960.0,4526.0,1080000.0,1.0199999999999818,3500000.0,0.0,-0.03640000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-22,-3.6000000000000227,401800.0,4474.0,-3140000.0,-1.9399999999999977,3690000.0,0.0,-0.5382999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-25,-5.2000000000000455,424930.0,4515.0,700000.0,-1.0999999999999943,1820000.0,0.0,0.0,0.0,0.0,-33.0,302.0,-302.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,-465.0,0.0,-5.0,0.0,5000.0,0.0,-1.0,0.0,20.0,59.0,0.0,0.0,0.0,0.0,-3.0,7.5,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-26,6.399999999999977,275950.0,4520.0,-420000.0,2.280000000000001,2600000.0,0.0,0.7573000000000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-27,-8.799999999999955,306480.0,4462.0,670000.0,-0.5799999999999841,2190000.0,0.0,-0.33100000000000307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-28,21.799999999999955,733450.0,4512.0,-1950000.0,2.8999999999999773,3220000.0,0.0,0.424199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-03-29,0.20000000000004547,752280.0,4590.0,2010000.0,0.30000000000001137,2710000.0,0.0,0.20869999999999322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,0.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.20000000000004547,626230.0,4597.0,330000.0,2.0800000000000125,2970000.0,0.0,0.0,0.0,-3.0,-299.0,278.0,-392.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-5.0,0.0,-428.0,0.0,0.0,0.0,-304.0,0.0,10.0,0.0,5000.0,0.0,-5.0,0.0,0.0,-401.0,0.0,-4.0,0.0,0.0,0.0,-7.5,598.0,5043.0,321.0,62.0,79.0,9.0,-1.0,-3.0,0.0,0.0
2019-04-02,13.599999999999909,575600.0,4537.0,-1450000.0,2.119999999999976,2590000.0,0.0,0.6163999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5043.0,0.0,62.0,79.0,0.0,0.0,0.0,0.0,0.0
